user_id,user_profile,room_type,season,day_type,booking_advance_days,stay_duration_nights,group_size,user_rating,was_booked,view_time_seconds,compatibility_score
572,budget_conscious,Family Suite,winter,weekend,7,1,8,3,1,134,0.426
373,group_friends,Family Suite,fall,weekend,90,7,8,3,1,136,0.506
13,group_friends,Business Room,summer,weekday,3,6,6,2,1,169,0.328
84,business_traveler,Presidential Suite,fall,weekday,14,7,1,3,1,141,0.533
72,luxury_seeker,Junior Suite,fall,weekday,30,6,8,3,1,191,0.395
461,solo_traveler,Junior Suite,fall,weekend,14,6,6,3,0,101,0.381
444,group_friends,Standard Room,winter,weekday,14,7,7,2,0,249,0.337
330,family_vacation,Executive Suite,fall,weekend,14,5,5,3,0,271,0.563
636,family_vacation,Standard Room,winter,weekend,60,3,3,2,0,236,0.367
79,family_vacation,Standard Room,summer,weekend,1,4,5,2,0,223,0.321
395,group_friends,Standard Room,winter,weekend,14,5,7,2,0,138,0.311
354,business_traveler,Business Room,winter,weekend,60,1,6,3,0,254,0.422
456,group_friends,Business Room,summer,weekend,7,5,2,2,0,180,0.232
919,business_traveler,Junior Suite,fall,weekday,14,3,4,3,0,326,0.537
170,luxury_seeker,Presidential Suite,winter,weekday,90,2,1,3,0,242,0.576
724,group_friends,Junior Suite,winter,weekday,90,1,8,3,0,206,0.448
849,couple_romantic,Family Suite,summer,weekday,7,6,1,2,1,289,0.313
991,couple_romantic,Business Room,winter,weekend,14,6,5,2,0,214,0.294
482,business_traveler,Family Suite,spring,weekday,14,7,4,3,1,32,0.508
162,budget_conscious,Deluxe Room,fall,weekend,60,2,6,3,0,323,0.43
790,luxury_seeker,Family Suite,fall,weekend,14,6,4,3,1,266,0.517
382,couple_romantic,Presidential Suite,winter,weekday,14,6,4,3,0,284,0.476
367,couple_romantic,Standard Room,fall,weekday,30,2,6,2,0,207,0.145
171,couple_romantic,Presidential Suite,spring,weekday,3,6,2,3,1,151,0.437
602,solo_traveler,Executive Suite,summer,weekday,60,3,2,3,0,195,0.452
533,family_vacation,Standard Room,summer,weekend,30,6,6,2,0,177,0.361
247,business_traveler,Presidential Suite,winter,weekend,90,7,4,3,1,129,0.522
754,business_traveler,Deluxe Room,winter,weekday,30,5,8,3,1,66,0.424
362,group_friends,Family Suite,fall,weekday,30,3,7,3,0,124,0.57
43,family_vacation,Presidential Suite,fall,weekday,1,3,7,3,1,235,0.57
246,couple_romantic,Junior Suite,fall,weekday,1,5,2,2,0,77,0.239
285,couple_romantic,Family Suite,winter,weekend,1,2,8,3,1,149,0.487
258,business_traveler,Standard Room,spring,weekend,90,3,2,2,0,61,0.368
353,luxury_seeker,Deluxe Room,winter,weekday,90,1,7,3,0,209,0.411
511,luxury_seeker,Junior Suite,summer,weekend,14,2,5,3,0,85,0.508
863,luxury_seeker,Junior Suite,spring,weekday,14,3,3,3,0,312,0.421
213,couple_romantic,Junior Suite,summer,weekday,14,4,7,3,0,114,0.609
564,business_traveler,Presidential Suite,summer,weekend,7,3,5,3,1,196,0.547
107,group_friends,Family Suite,fall,weekday,30,2,3,3,0,132,0.456
709,family_vacation,Executive Suite,summer,weekday,60,5,6,4,1,197,0.697
679,luxury_seeker,Junior Suite,summer,weekend,1,5,2,3,0,149,0.464
345,luxury_seeker,Deluxe Room,summer,weekday,3,3,3,3,1,251,0.44
446,family_vacation,Business Room,fall,weekday,7,5,6,2,0,225,0.324
931,solo_traveler,Business Room,winter,weekend,90,4,7,2,0,303,0.215
119,solo_traveler,Executive Suite,summer,weekday,14,1,6,3,1,213,0.541
781,solo_traveler,Standard Room,summer,weekday,14,2,2,2,0,93,0.203
149,solo_traveler,Deluxe Room,fall,weekday,1,7,7,2,1,279,0.215
437,couple_romantic,Standard Room,winter,weekend,14,3,3,2,0,89,0.301
505,luxury_seeker,Junior Suite,spring,weekday,60,6,6,3,1,122,0.469
649,luxury_seeker,Junior Suite,summer,weekday,1,5,8,4,0,202,0.663
214,budget_conscious,Family Suite,fall,weekend,60,5,6,2,0,215,0.367
336,luxury_seeker,Executive Suite,winter,weekend,14,5,1,2,1,287,0.372
147,luxury_seeker,Business Room,winter,weekend,60,2,7,2,1,107,0.204
591,solo_traveler,Standard Room,spring,weekend,60,6,7,2,0,252,0.199
210,couple_romantic,Executive Suite,summer,weekday,1,4,2,3,0,226,0.495
453,group_friends,Business Room,summer,weekend,14,6,3,2,0,160,0.366
417,family_vacation,Executive Suite,summer,weekday,14,1,5,3,1,209,0.538
163,couple_romantic,Family Suite,fall,weekend,7,2,3,3,0,273,0.387
563,budget_conscious,Family Suite,spring,weekend,7,2,7,2,0,207,0.353
8,family_vacation,Executive Suite,summer,weekend,60,5,7,3,1,47,0.583
913,solo_traveler,Standard Room,winter,weekday,3,3,1,2,0,110,0.373
980,solo_traveler,Standard Room,summer,weekday,1,5,3,2,1,300,0.288
187,business_traveler,Presidential Suite,winter,weekday,60,3,5,4,1,89,0.724
116,luxury_seeker,Deluxe Room,fall,weekday,30,1,1,3,1,73,0.433
822,group_friends,Standard Room,fall,weekend,60,7,1,2,1,140,0.249
671,solo_traveler,Junior Suite,spring,weekend,7,1,3,2,0,145,0.336
12,solo_traveler,Family Suite,spring,weekday,90,5,8,2,0,320,0.339
893,luxury_seeker,Standard Room,summer,weekend,3,2,8,2,1,30,0.321
405,group_friends,Business Room,winter,weekend,3,5,6,2,0,145,0.256
425,business_traveler,Business Room,winter,weekend,1,7,8,3,1,324,0.479
538,luxury_seeker,Deluxe Room,spring,weekday,1,2,8,2,0,79,0.277
177,solo_traveler,Business Room,winter,weekend,60,5,1,3,0,190,0.383
318,couple_romantic,Junior Suite,winter,weekend,30,1,7,3,1,90,0.601
599,solo_traveler,Business Room,spring,weekend,90,1,3,2,0,42,0.351
676,family_vacation,Family Suite,fall,weekend,7,1,1,3,0,329,0.496
755,luxury_seeker,Deluxe Room,fall,weekend,1,6,8,2,0,323,0.289
596,solo_traveler,Executive Suite,spring,weekend,7,3,1,2,0,196,0.365
754,business_traveler,Presidential Suite,summer,weekend,14,7,3,3,0,156,0.51
236,group_friends,Presidential Suite,summer,weekend,1,2,5,3,0,44,0.619
919,luxury_seeker,Presidential Suite,spring,weekday,60,4,3,4,1,203,0.626
428,group_friends,Deluxe Room,summer,weekday,90,1,3,3,1,61,0.459
885,couple_romantic,Executive Suite,winter,weekend,90,7,4,3,1,228,0.457
142,solo_traveler,Junior Suite,spring,weekend,1,1,1,2,0,96,0.241
342,budget_conscious,Executive Suite,summer,weekend,1,6,1,3,0,163,0.508
442,family_vacation,Presidential Suite,spring,weekend,1,1,1,3,0,273,0.519
472,solo_traveler,Standard Room,fall,weekday,90,3,1,2,0,279,0.222
254,luxury_seeker,Family Suite,fall,weekday,1,7,2,2,1,88,0.341
614,group_friends,Family Suite,spring,weekday,1,6,5,3,0,306,0.603
142,family_vacation,Junior Suite,spring,weekend,90,5,3,3,0,207,0.45
522,group_friends,Business Room,spring,weekday,7,2,4,2,0,218,0.249
484,group_friends,Executive Suite,winter,weekday,30,3,5,3,1,186,0.504
360,couple_romantic,Business Room,winter,weekend,7,6,6,2,0,42,0.287
504,family_vacation,Deluxe Room,winter,weekday,30,6,8,2,1,307,0.314
654,budget_conscious,Family Suite,spring,weekend,3,1,5,3,1,166,0.492
242,luxury_seeker,Business Room,spring,weekday,1,6,6,3,0,248,0.382
701,solo_traveler,Junior Suite,fall,weekend,30,6,4,2,1,327,0.313
30,group_friends,Junior Suite,summer,weekend,14,2,1,3,0,176,0.468
222,solo_traveler,Business Room,spring,weekend,1,3,6,2,0,200,0.257
164,budget_conscious,Junior Suite,fall,weekend,7,6,2,3,1,106,0.392
394,solo_traveler,Standard Room,winter,weekday,3,5,4,2,0,244,0.34
57,solo_traveler,Family Suite,fall,weekend,90,3,3,2,0,176,0.314
615,couple_romantic,Executive Suite,summer,weekday,1,5,7,3,1,36,0.564
483,luxury_seeker,Standard Room,summer,weekend,30,2,7,2,0,323,0.22
813,luxury_seeker,Junior Suite,winter,weekday,7,1,1,2,1,138,0.346
437,luxury_seeker,Deluxe Room,fall,weekday,3,6,8,2,1,103,0.347
185,couple_romantic,Executive Suite,winter,weekend,3,7,4,3,0,74,0.536
22,solo_traveler,Family Suite,summer,weekend,14,3,1,2,1,65,0.263
310,luxury_seeker,Standard Room,fall,weekday,60,1,6,2,1,100,0.33
496,family_vacation,Presidential Suite,summer,weekday,3,6,6,4,1,228,0.752
353,family_vacation,Deluxe Room,spring,weekday,7,1,4,3,0,218,0.491
137,luxury_seeker,Business Room,fall,weekend,90,3,5,2,0,219,0.257
754,budget_conscious,Executive Suite,summer,weekday,14,5,1,2,0,284,0.345
470,solo_traveler,Family Suite,summer,weekday,30,4,1,2,0,252,0.248
171,business_traveler,Executive Suite,spring,weekday,7,4,1,3,0,237,0.488
927,budget_conscious,Family Suite,fall,weekend,3,4,3,2,0,106,0.283
264,solo_traveler,Business Room,summer,weekday,1,2,5,2,0,44,0.254
162,family_vacation,Business Room,summer,weekday,90,4,1,3,1,60,0.375
429,budget_conscious,Presidential Suite,winter,weekday,14,7,8,2,0,156,0.32
854,couple_romantic,Junior Suite,winter,weekday,3,5,3,2,1,295,0.267
71,solo_traveler,Executive Suite,winter,weekend,60,6,1,2,1,181,0.203
713,family_vacation,Business Room,fall,weekday,3,6,7,2,0,139,0.287
308,solo_traveler,Executive Suite,spring,weekday,60,7,6,3,1,42,0.432
51,business_traveler,Presidential Suite,spring,weekend,3,2,5,3,1,206,0.516
932,family_vacation,Family Suite,summer,weekend,14,4,2,3,0,276,0.52
137,group_friends,Business Room,fall,weekend,60,5,8,2,0,96,0.342
358,group_friends,Presidential Suite,spring,weekday,3,1,8,3,0,229,0.513
740,solo_traveler,Presidential Suite,winter,weekday,3,1,8,2,0,231,0.308
781,couple_romantic,Deluxe Room,fall,weekday,30,2,7,2,0,312,0.359
12,business_traveler,Executive Suite,spring,weekday,1,1,1,3,0,162,0.562
71,budget_conscious,Presidential Suite,fall,weekend,30,6,6,3,0,153,0.507
22,couple_romantic,Family Suite,spring,weekday,3,7,2,2,0,222,0.3
51,group_friends,Business Room,fall,weekend,30,6,6,2,0,136,0.361
977,family_vacation,Business Room,fall,weekend,30,5,3,2,0,34,0.259
361,group_friends,Family Suite,summer,weekday,30,7,3,3,1,148,0.456
971,solo_traveler,Family Suite,summer,weekday,1,1,7,3,1,153,0.438
855,luxury_seeker,Business Room,fall,weekend,7,4,4,2,1,325,0.372
468,business_traveler,Executive Suite,winter,weekend,60,7,7,3,0,126,0.593
516,solo_traveler,Executive Suite,summer,weekday,1,4,7,3,0,221,0.423
914,solo_traveler,Executive Suite,spring,weekday,1,1,6,2,1,224,0.344
688,luxury_seeker,Presidential Suite,spring,weekday,7,6,6,3,0,265,0.533
547,business_traveler,Executive Suite,winter,weekday,60,1,5,3,1,158,0.58
326,group_friends,Junior Suite,summer,weekday,90,5,5,3,1,329,0.581
821,luxury_seeker,Business Room,fall,weekday,1,3,1,2,0,60,0.212
136,group_friends,Presidential Suite,winter,weekend,14,2,6,3,1,212,0.495
190,luxury_seeker,Presidential Suite,winter,weekend,7,7,7,3,1,299,0.623
791,solo_traveler,Junior Suite,winter,weekend,30,7,8,3,1,75,0.392
408,luxury_seeker,Presidential Suite,spring,weekday,90,1,7,4,1,266,0.769
814,business_traveler,Junior Suite,winter,weekday,3,2,8,3,0,61,0.549
765,family_vacation,Deluxe Room,spring,weekend,90,5,1,2,1,75,0.373
394,couple_romantic,Presidential Suite,summer,weekday,3,6,5,3,1,144,0.614
907,luxury_seeker,Standard Room,winter,weekend,60,4,3,2,0,68,0.198
284,couple_romantic,Deluxe Room,summer,weekday,30,2,4,2,1,136,0.37
359,solo_traveler,Family Suite,spring,weekend,30,1,3,2,0,60,0.277
713,group_friends,Presidential Suite,spring,weekday,1,6,6,4,1,141,0.643
356,family_vacation,Executive Suite,summer,weekend,14,4,7,3,0,57,0.583
631,solo_traveler,Junior Suite,spring,weekday,7,6,7,3,0,159,0.385
144,couple_romantic,Business Room,winter,weekend,1,4,8,2,0,151,0.276
233,business_traveler,Presidential Suite,summer,weekday,14,4,8,4,1,192,0.737
83,family_vacation,Business Room,spring,weekend,60,1,8,2,0,133,0.263
163,luxury_seeker,Executive Suite,fall,weekend,7,5,8,3,1,147,0.442
956,couple_romantic,Deluxe Room,fall,weekend,3,3,4,3,1,181,0.464
993,business_traveler,Family Suite,fall,weekend,3,2,2,2,0,86,0.289
206,budget_conscious,Junior Suite,winter,weekday,3,7,2,2,0,161,0.31
228,budget_conscious,Executive Suite,fall,weekday,3,6,4,3,1,112,0.474
612,group_friends,Deluxe Room,fall,weekend,30,6,4,2,1,68,0.328
758,family_vacation,Family Suite,spring,weekday,1,4,4,3,0,56,0.618
270,budget_conscious,Junior Suite,spring,weekend,90,7,5,3,1,151,0.379
215,business_traveler,Presidential Suite,summer,weekday,90,6,3,3,1,301,0.614
902,luxury_seeker,Deluxe Room,summer,weekend,1,2,3,3,0,188,0.388
942,solo_traveler,Family Suite,spring,weekday,90,2,5,2,0,145,0.343
38,budget_conscious,Junior Suite,winter,weekend,3,5,1,2,0,88,0.24
414,solo_traveler,Junior Suite,winter,weekend,30,3,2,2,1,236,0.304
547,couple_romantic,Standard Room,fall,weekday,7,7,8,2,0,270,0.131
13,business_traveler,Presidential Suite,spring,weekday,60,3,6,4,1,55,0.656
924,group_friends,Executive Suite,fall,weekend,90,2,7,3,0,249,0.505
667,business_traveler,Business Room,spring,weekday,7,6,4,3,0,327,0.559
658,couple_romantic,Junior Suite,summer,weekend,30,2,2,3,0,205,0.557
749,luxury_seeker,Executive Suite,spring,weekend,90,6,8,3,1,73,0.457
490,group_friends,Executive Suite,fall,weekday,1,6,4,3,1,67,0.466
231,couple_romantic,Junior Suite,winter,weekend,60,1,5,3,0,242,0.491
460,solo_traveler,Presidential Suite,winter,weekend,30,1,4,3,0,35,0.557
114,group_friends,Executive Suite,fall,weekday,30,3,4,3,1,276,0.441
463,budget_conscious,Business Room,winter,weekend,14,2,3,2,0,42,0.321
268,family_vacation,Business Room,summer,weekday,3,2,8,2,0,144,0.253
848,luxury_seeker,Standard Room,fall,weekend,60,4,6,2,0,258,0.223
559,budget_conscious,Business Room,spring,weekend,90,5,4,2,1,314,0.298
683,solo_traveler,Deluxe Room,summer,weekend,30,6,8,2,1,199,0.365
694,couple_romantic,Family Suite,fall,weekend,1,4,8,3,1,214,0.427
853,family_vacation,Presidential Suite,spring,weekend,3,7,1,3,1,259,0.503
74,couple_romantic,Executive Suite,winter,weekday,14,5,7,3,0,329,0.464
76,luxury_seeker,Executive Suite,summer,weekday,1,5,3,3,1,238,0.528
236,budget_conscious,Business Room,summer,weekday,14,4,1,2,1,99,0.268
23,luxury_seeker,Presidential Suite,spring,weekday,60,7,8,4,1,293,0.716
526,luxury_seeker,Family Suite,summer,weekend,90,6,3,3,1,101,0.498
563,solo_traveler,Standard Room,spring,weekend,30,1,3,2,1,301,0.173
989,budget_conscious,Business Room,summer,weekday,3,7,3,2,1,160,0.372
784,group_friends,Deluxe Room,winter,weekday,60,7,3,2,0,322,0.296
499,group_friends,Executive Suite,winter,weekday,3,5,3,2,0,45,0.333
105,family_vacation,Executive Suite,spring,weekend,30,7,3,2,0,243,0.319
708,family_vacation,Executive Suite,spring,weekend,90,3,4,3,1,187,0.458
263,luxury_seeker,Deluxe Room,winter,weekday,90,6,6,3,1,249,0.402
712,couple_romantic,Presidential Suite,summer,weekend,60,7,7,5,1,242,0.888
716,solo_traveler,Deluxe Room,winter,weekend,3,3,5,2,1,225,0.273
809,group_friends,Family Suite,winter,weekday,14,4,4,3,1,224,0.466
630,couple_romantic,Business Room,summer,weekday,14,3,3,2,0,262,0.321
75,business_traveler,Standard Room,winter,weekday,1,5,3,3,1,73,0.54
769,couple_romantic,Deluxe Room,winter,weekday,1,3,2,2,0,215,0.255
292,luxury_seeker,Deluxe Room,spring,weekend,1,6,4,2,0,37,0.356
731,couple_romantic,Presidential Suite,fall,weekend,14,7,3,3,1,252,0.554
85,budget_conscious,Junior Suite,summer,weekend,1,5,5,3,0,208,0.519
900,family_vacation,Standard Room,summer,weekday,90,6,5,2,0,137,0.285
299,business_traveler,Executive Suite,fall,weekend,60,5,2,3,0,122,0.464
797,family_vacation,Executive Suite,summer,weekday,90,1,1,3,1,255,0.518
819,solo_traveler,Family Suite,summer,weekday,30,5,4,3,0,69,0.463
514,solo_traveler,Junior Suite,winter,weekend,90,1,3,2,0,54,0.259
639,solo_traveler,Junior Suite,winter,weekend,14,6,2,2,1,144,0.333
199,couple_romantic,Business Room,winter,weekend,3,1,8,2,0,294,0.275
400,family_vacation,Junior Suite,winter,weekend,14,4,6,3,0,127,0.424
763,solo_traveler,Executive Suite,summer,weekend,14,3,8,3,0,223,0.574
961,luxury_seeker,Deluxe Room,fall,weekend,1,2,1,2,1,212,0.307
724,luxury_seeker,Family Suite,summer,weekend,90,5,1,3,0,278,0.514
173,couple_romantic,Family Suite,fall,weekend,3,7,7,3,1,208,0.411
502,group_friends,Deluxe Room,spring,weekday,30,6,1,2,0,190,0.276
277,family_vacation,Presidential Suite,spring,weekday,90,2,2,3,1,178,0.586
479,solo_traveler,Executive Suite,winter,weekday,14,2,8,3,1,234,0.429
662,budget_conscious,Standard Room,summer,weekend,60,4,3,2,0,160,0.303
852,business_traveler,Deluxe Room,spring,weekend,3,1,7,2,0,250,0.292
557,couple_romantic,Executive Suite,winter,weekday,90,7,6,3,1,79,0.515
349,business_traveler,Business Room,summer,weekday,7,2,4,3,0,310,0.529
730,couple_romantic,Family Suite,winter,weekend,60,6,2,3,0,86,0.436
172,couple_romantic,Deluxe Room,fall,weekday,30,1,5,2,0,183,0.365
200,family_vacation,Junior Suite,spring,weekday,7,2,2,2,0,45,0.315
604,luxury_seeker,Deluxe Room,winter,weekday,1,5,3,3,0,116,0.381
341,family_vacation,Junior Suite,summer,weekend,90,7,7,4,1,193,0.658
757,business_traveler,Business Room,winter,weekend,30,7,5,3,0,135,0.38
202,luxury_seeker,Business Room,fall,weekday,30,4,4,2,1,89,0.295
906,budget_conscious,Executive Suite,winter,weekend,3,6,6,2,0,180,0.37
491,couple_romantic,Business Room,winter,weekday,90,7,1,2,1,261,0.311
473,solo_traveler,Standard Room,summer,weekday,1,5,6,3,0,307,0.392
347,solo_traveler,Executive Suite,summer,weekend,90,7,8,3,1,177,0.548
999,luxury_seeker,Business Room,winter,weekday,7,2,8,2,1,271,0.237
219,solo_traveler,Executive Suite,summer,weekend,30,1,8,3,1,97,0.478
889,budget_conscious,Executive Suite,fall,weekend,3,4,3,2,0,309,0.251
39,solo_traveler,Business Room,spring,weekday,90,5,8,3,0,142,0.39
625,group_friends,Family Suite,fall,weekend,60,7,6,3,1,272,0.465
383,luxury_seeker,Presidential Suite,fall,weekday,90,6,2,3,1,38,0.567
609,solo_traveler,Deluxe Room,spring,weekend,30,4,6,2,1,65,0.206
536,group_friends,Standard Room,summer,weekday,3,7,1,3,0,179,0.476
325,budget_conscious,Family Suite,fall,weekend,30,4,5,3,1,185,0.423
554,couple_romantic,Family Suite,fall,weekday,60,4,8,3,1,67,0.402
475,family_vacation,Junior Suite,fall,weekend,14,2,1,2,0,255,0.287
501,family_vacation,Executive Suite,summer,weekend,3,6,3,3,1,191,0.518
582,couple_romantic,Junior Suite,winter,weekend,1,1,5,3,0,105,0.564
353,luxury_seeker,Family Suite,spring,weekday,3,2,3,2,0,310,0.332
493,family_vacation,Executive Suite,fall,weekday,1,1,5,3,0,37,0.529
855,budget_conscious,Presidential Suite,spring,weekday,1,3,7,3,0,50,0.436
959,luxury_seeker,Junior Suite,summer,weekend,60,5,1,3,1,305,0.415
576,business_traveler,Presidential Suite,winter,weekday,30,6,4,4,0,213,0.677
320,couple_romantic,Business Room,fall,weekday,1,6,2,2,1,226,0.19
531,family_vacation,Business Room,spring,weekend,7,3,3,2,0,175,0.286
64,solo_traveler,Presidential Suite,spring,weekend,30,5,3,3,0,185,0.39
854,budget_conscious,Executive Suite,spring,weekend,7,1,7,2,1,237,0.371
543,solo_traveler,Junior Suite,spring,weekend,1,4,4,3,0,253,0.38
714,business_traveler,Deluxe Room,spring,weekend,30,2,6,3,0,111,0.432
20,business_traveler,Executive Suite,spring,weekday,1,7,4,3,0,228,0.537
296,couple_romantic,Deluxe Room,spring,weekend,14,6,2,3,0,200,0.465
403,budget_conscious,Junior Suite,winter,weekday,30,2,2,2,0,82,0.3
998,luxury_seeker,Executive Suite,fall,weekend,3,6,5,3,0,248,0.496
880,business_traveler,Standard Room,spring,weekday,1,6,2,3,1,143,0.474
655,couple_romantic,Deluxe Room,fall,weekend,3,3,7,2,0,150,0.311
370,budget_conscious,Standard Room,summer,weekday,60,6,3,2,1,156,0.353
82,business_traveler,Presidential Suite,fall,weekday,3,5,1,3,0,184,0.557
487,budget_conscious,Junior Suite,summer,weekday,1,5,5,3,1,295,0.417
981,group_friends,Deluxe Room,winter,weekday,1,2,7,2,0,41,0.312
521,group_friends,Business Room,spring,weekday,14,4,8,2,0,163,0.261
981,budget_conscious,Family Suite,fall,weekday,7,1,3,2,1,191,0.324
60,group_friends,Executive Suite,spring,weekend,7,2,4,3,0,257,0.593
458,business_traveler,Presidential Suite,winter,weekend,7,2,3,3,1,224,0.443
480,solo_traveler,Standard Room,summer,weekend,7,3,4,2,0,252,0.185
216,family_vacation,Presidential Suite,winter,weekend,60,4,4,4,0,151,0.637
689,luxury_seeker,Executive Suite,summer,weekday,90,2,6,3,1,145,0.616
589,couple_romantic,Deluxe Room,winter,weekday,14,3,4,2,0,200,0.32
26,couple_romantic,Business Room,summer,weekend,7,4,4,3,0,76,0.434
236,solo_traveler,Deluxe Room,winter,weekend,1,2,4,2,0,235,0.195
813,solo_traveler,Business Room,fall,weekday,90,7,7,3,0,39,0.382
259,business_traveler,Junior Suite,summer,weekday,30,4,8,4,1,254,0.668
499,couple_romantic,Deluxe Room,fall,weekend,3,1,6,2,0,187,0.353
215,luxury_seeker,Family Suite,spring,weekday,14,6,3,2,1,133,0.354
300,budget_conscious,Deluxe Room,fall,weekday,14,5,6,2,0,51,0.3
209,family_vacation,Junior Suite,winter,weekend,14,3,5,3,1,256,0.426
820,group_friends,Presidential Suite,spring,weekday,60,2,1,4,1,86,0.636
660,couple_romantic,Executive Suite,winter,weekend,7,3,3,3,1,299,0.399
643,couple_romantic,Family Suite,summer,weekday,3,2,7,3,1,238,0.513
72,solo_traveler,Business Room,summer,weekday,7,3,1,2,1,182,0.291
287,business_traveler,Family Suite,fall,weekend,90,4,1,2,0,97,0.209
964,solo_traveler,Family Suite,summer,weekend,14,1,3,2,1,96,0.318
61,couple_romantic,Family Suite,fall,weekday,90,1,1,2,0,30,0.227
242,couple_romantic,Business Room,fall,weekend,3,7,8,2,1,186,0.349
211,solo_traveler,Executive Suite,winter,weekday,14,2,1,2,1,296,0.28
868,solo_traveler,Junior Suite,spring,weekday,30,2,1,3,1,178,0.38
651,group_friends,Presidential Suite,fall,weekend,7,7,6,3,0,278,0.566
19,solo_traveler,Executive Suite,spring,weekday,7,2,4,2,1,261,0.352
714,budget_conscious,Junior Suite,fall,weekend,14,6,8,2,0,311,0.35
622,family_vacation,Executive Suite,fall,weekend,1,2,1,3,0,321,0.383
872,business_traveler,Executive Suite,spring,weekend,90,6,8,3,0,270,0.4
750,group_friends,Business Room,spring,weekend,14,4,4,2,0,259,0.268
189,budget_conscious,Business Room,summer,weekend,30,6,6,2,0,102,0.32
873,couple_romantic,Deluxe Room,spring,weekday,30,3,4,2,1,140,0.246
227,luxury_seeker,Executive Suite,fall,weekend,60,1,7,3,0,259,0.6
691,budget_conscious,Presidential Suite,spring,weekday,60,2,1,2,1,79,0.36
674,budget_conscious,Presidential Suite,spring,weekend,90,5,3,2,0,320,0.338
338,budget_conscious,Standard Room,winter,weekday,14,4,5,2,1,98,0.314
77,group_friends,Deluxe Room,spring,weekend,3,3,1,2,1,230,0.303
734,couple_romantic,Standard Room,spring,weekday,7,2,7,2,0,157,0.144
893,family_vacation,Presidential Suite,summer,weekday,7,3,3,3,0,106,0.517
124,budget_conscious,Presidential Suite,winter,weekend,14,7,4,3,0,221,0.501
223,business_traveler,Business Room,summer,weekend,1,6,8,3,1,60,0.408
43,group_friends,Presidential Suite,summer,weekday,30,4,8,4,1,142,0.668
183,solo_traveler,Family Suite,winter,weekday,14,2,3,2,0,192,0.273
172,family_vacation,Executive Suite,spring,weekday,7,3,4,3,1,51,0.574
817,couple_romantic,Standard Room,spring,weekend,3,2,8,3,0,194,0.381
554,family_vacation,Junior Suite,winter,weekday,14,5,1,2,0,310,0.344
598,luxury_seeker,Junior Suite,summer,weekday,60,6,1,3,0,229,0.522
908,budget_conscious,Junior Suite,fall,weekday,90,5,4,2,1,82,0.34
648,couple_romantic,Junior Suite,spring,weekend,14,2,1,3,0,137,0.471
449,budget_conscious,Deluxe Room,spring,weekday,7,6,7,2,1,287,0.357
195,budget_conscious,Executive Suite,winter,weekday,3,7,8,3,1,308,0.427
645,solo_traveler,Family Suite,summer,weekend,3,3,8,3,0,69,0.429
755,group_friends,Standard Room,winter,weekday,14,4,1,2,0,41,0.372
468,couple_romantic,Family Suite,winter,weekday,90,2,5,2,0,82,0.346
387,group_friends,Deluxe Room,spring,weekend,14,7,3,2,0,293,0.353
205,family_vacation,Junior Suite,winter,weekend,14,3,3,2,0,279,0.271
104,family_vacation,Deluxe Room,fall,weekend,3,2,2,2,0,109,0.308
311,group_friends,Junior Suite,summer,weekday,30,2,3,3,1,76,0.538
950,solo_traveler,Executive Suite,winter,weekend,60,3,7,3,0,53,0.482
809,solo_traveler,Executive Suite,spring,weekday,30,1,1,2,1,274,0.26
830,solo_traveler,Junior Suite,fall,weekday,60,1,4,2,0,297,0.346
658,group_friends,Junior Suite,summer,weekend,90,6,7,3,0,47,0.599
392,business_traveler,Executive Suite,winter,weekend,7,3,3,3,0,107,0.403
890,group_friends,Business Room,summer,weekday,30,5,5,2,0,92,0.362
692,family_vacation,Standard Room,summer,weekday,1,5,5,3,1,273,0.392
889,solo_traveler,Standard Room,winter,weekday,60,7,4,2,0,99,0.369
941,budget_conscious,Family Suite,fall,weekend,90,1,4,3,0,79,0.453
401,business_traveler,Executive Suite,spring,weekend,3,3,3,2,1,316,0.308
10,family_vacation,Business Room,spring,weekday,90,4,6,2,0,116,0.367
811,luxury_seeker,Deluxe Room,summer,weekday,90,6,8,2,0,293,0.372
675,luxury_seeker,Executive Suite,winter,weekend,60,6,2,2,0,219,0.362
947,group_friends,Presidential Suite,spring,weekday,30,2,1,3,0,223,0.595
103,family_vacation,Presidential Suite,winter,weekday,1,7,3,3,0,281,0.51
78,luxury_seeker,Standard Room,spring,weekday,14,2,3,2,0,123,0.302
392,budget_conscious,Executive Suite,summer,weekend,1,3,6,3,0,132,0.501
73,couple_romantic,Standard Room,spring,weekday,1,5,6,2,0,137,0.313
71,solo_traveler,Presidential Suite,summer,weekday,1,2,3,3,1,69,0.464
390,family_vacation,Business Room,spring,weekday,7,1,5,2,0,238,0.264
48,solo_traveler,Executive Suite,summer,weekday,30,7,4,3,0,32,0.488
212,group_friends,Business Room,fall,weekday,7,6,6,2,0,39,0.348
532,couple_romantic,Family Suite,summer,weekday,3,4,8,3,0,124,0.473
417,solo_traveler,Business Room,summer,weekend,3,2,6,2,0,232,0.34
466,family_vacation,Deluxe Room,fall,weekend,1,2,5,3,0,106,0.42
564,budget_conscious,Family Suite,summer,weekend,60,4,3,3,1,186,0.465
284,group_friends,Executive Suite,summer,weekday,7,2,6,3,0,306,0.62
352,luxury_seeker,Family Suite,summer,weekend,90,3,8,4,1,123,0.66
67,luxury_seeker,Deluxe Room,fall,weekend,30,1,1,3,1,156,0.444
